Category,Context,Question,Expected_Answer,Model,Model_Answer,Cosine_Similarity,Exact_Match,F1_Score,,Average of Cosine Similarity of DistilBERT,Average of Cosine Similarity of BERT,Average of Cosine Similarity of RoBERTa,Average of Cosine Similarity of Sentence-BERT,Average of Cosine Similarity of LDA,,Average of Exact Match of DistilBERT,Average of Exact Match of BERT,Average of Exact Match of RoBERTa,Average of Exact Match of Sentence-BERT,Average of Exact Match of LDA,,Average of F1 Score of  DistilBERT,Average of F1 Score of  BERT,Average of F1 Score of  RoBERTa,Average of F1 Score of  Sentence-BERT,Average of F1 Score of  LDA
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",When did Ultimate debut in Asian Games?,2022 (demonstration sport),BERT,2022,0.65102357,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",When did Ultimate debut in Asian Games?,2022 (demonstration sport),RoBERTa,2022,0.65102357,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",When did Ultimate debut in Asian Games?,2022 (demonstration sport),Sentence-BERT,India debuted at the 2016 World Ultimate Club Championships,0.26699808,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",When did Ultimate debut in Asian Games?,2022 (demonstration sport),LDA,Beach Ultimate tournaments are popular in Goa,0.20304388,0,0,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Which Indian federation governs standup paddleboarding?,Surfing Federation of India,DistilBERT,Surfing Federation of India,1,1,1,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Which Indian federation governs standup paddleboarding?,Surfing Federation of India,BERT,Surfing Federation of India,1,1,1,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Which Indian federation governs standup paddleboarding?,Surfing Federation of India,RoBERTa,Surfing Federation of India,1,1,1,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Which Indian federation governs standup paddleboarding?,Surfing Federation of India,Sentence-BERT,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions",0.5925833,0,0,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Which Indian federation governs standup paddleboarding?,Surfing Federation of India,LDA,The Surfing Federation of India now governs SUP racing and yoga events,0.7852119,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Name two popular SUP destinations in India.,Goa and Rishikesh,DistilBERT,"Goa, Varkala, and Rishikesh",0.88536435,0,0.571428571,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Name two popular SUP destinations in India.,Goa and Rishikesh,BERT,"Goa, Varkala, and Rishikesh",0.88536435,0,0.571428571,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Name two popular SUP destinations in India.,Goa and Rishikesh,RoBERTa,"Goa, Varkala, and Rishikesh",0.88536435,0,0.571428571,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Name two popular SUP destinations in India.,Goa and Rishikesh,Sentence-BERT,India hosted the 2023 SUP National Championships in Kerala,0.28357238,0,0,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",Name two popular SUP destinations in India.,Goa and Rishikesh,LDA,India hosted the 2023 SUP National Championships in Kerala,0.28357238,0,0,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",What is SUP yoga?,Performing yoga poses on a paddleboard,DistilBERT,where poses are performed on boards,0.6949198,0,0.333333333,,,,,,,,,,,,,,,,,,
sports,"Standup Paddleboarding (SUP), a water sport, is gaining traction in India's coastal and lake regions. The Surfing Federation of India now governs SUP racing and yoga events. Destinations like Goa, Varkala, and Rishikesh offer rentals and training. India hosted the 2023 SUP National Championships in Kerala. Athletes like Tanvi Jagadish compete internationally. Challenges include water pollution and limited awareness. SUP yoga, where poses are performed on boards, is a trending wellness activity in luxury resorts.",What is SUP yoga?,Performing yoga poses on a paddleboard,BERT,where poses are performed on boards,0.6949198,0,0.333333333,,,,,,,,,,,,,,,,,,
